model,horizon,threshold,run_id,start,end,timestamps,alerts,true_alerts,false_alerts,onsets,warned_onsets,location_hours,median_lead_minutes,onset_recall,precision,false_warnings_per_location_day,AP,ap_samples,ap_positive,prevalence
depth2_spatial,60,0.5630000000000001,37,202609030755,202609031205,51,0,0,0,0,0,29.25,,,,0.0,,459,0,0.0
depth2_spatial,60,0.5630000000000001,38,202609031855,202609040020,66,0,0,0,0,0,40.5,,,,0.0,,594,0,0.0
depth2_spatial,60,0.5630000000000001,39,202609040205,202609040205,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,60,0.5630000000000001,40,202609040445,202609040630,22,0,0,0,0,0,7.499999999999999,,,,0.0,,198,0,0.0
depth2_spatial,60,0.5630000000000001,41,202609040805,202609040810,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,60,0.5630000000000001,42,202609051450,202609051530,9,0,0,0,0,0,0.0,,,,,,81,0,0.0
depth2_spatial,60,0.5630000000000001,43,202609051735,202609051905,19,0,0,0,0,0,5.25,,,,0.0,,171,0,0.0
depth2_spatial,60,0.5630000000000001,44,202609052100,202609052315,28,0,0,0,5,0,12.0,,0.0,,0.0,0.3704558563217874,241,28,0.11618257261410789
depth2_spatial,60,0.5630000000000001,45,202609060100,202609060155,12,0,0,0,0,0,0.0,,,,,,108,0,0.0
depth2_spatial,60,0.5630000000000001,46,202609060535,202609060550,4,0,0,0,0,0,0.0,,,,,,36,0,0.0
depth2_spatial,60,0.5630000000000001,47,202609060655,202609060655,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,60,0.5630000000000001,48,202609060800,202609060810,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,60,0.5630000000000001,49,202609060915,202609061040,18,0,0,0,0,0,4.5,,,,0.0,,162,0,0.0
depth2_spatial,60,0.5630000000000001,50,202609061145,202609061150,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,60,0.5630000000000001,51,202609061420,202609061425,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,60,0.5630000000000001,52,202609061530,202609061630,13,0,0,0,0,0,0.75,,,,0.0,,117,0,0.0
depth2_spatial,60,0.5630000000000001,53,202609061945,202609061945,1,0,0,0,0,0,0.0,,,,,,9,0,0.0
depth2_spatial,60,0.5630000000000001,54,202609062050,202609062235,22,0,0,0,0,0,7.499999999999999,,,,0.0,,198,0,0.0
depth2_spatial,60,0.5630000000000001,55,202609070435,202609070610,20,0,0,0,0,0,6.0,,,,0.0,,180,0,0.0
depth2_spatial,60,0.5630000000000001,56,202609070810,202609070815,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,60,0.5630000000000001,57,202609071020,202609071030,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,60,0.5630000000000001,58,202609071320,202609071325,2,0,0,0,0,0,0.0,,,,,0.8333333333333333,18,2,0.1111111111111111
depth2_spatial,60,0.5630000000000001,59,202609071435,202609071515,9,0,0,0,0,0,0.0,,,,,,81,0,0.0
depth2_spatial,60,0.5630000000000001,60,202609071800,202609071805,2,0,0,0,0,0,0.0,,,,,,18,0,0.0
depth2_spatial,60,0.5630000000000001,61,202609081035,202609081100,6,0,0,0,0,0,0.0,,,,,,54,0,0.0
depth2_spatial,60,0.5630000000000001,62,202609081210,202609081355,22,0,0,0,0,0,7.499999999999999,,,,0.0,,198,0,0.0
depth2_spatial,60,0.5630000000000001,63,202609081510,202609082030,65,0,0,0,0,0,39.75,,,,0.0,,585,0,0.0
depth2_spatial,60,0.5630000000000001,64,202609082150,202609082310,17,0,0,0,0,0,3.7499999999999996,,,,0.0,,153,0,0.0
depth2_spatial,60,0.5630000000000001,65,202609091320,202609091350,7,0,0,0,0,0,0.0,,,,,,63,0,0.0
depth2_spatial,60,0.5630000000000001,66,202609091510,202609092250,93,0,0,0,0,0,60.75,,,,0.0,,837,0,0.0
depth2_spatial,60,0.5630000000000001,67,202609100235,202609100250,4,0,0,0,0,0,0.0,,,,,,36,0,0.0
depth2_spatial,60,0.5630000000000001,68,202609100440,202609100615,20,0,0,0,0,0,6.0,,,,0.0,0.28616949398874,178,15,0.08426966292134831
depth2_spatial,60,0.5630000000000001,69,202609100720,202609100810,11,0,0,0,0,0,0.0,,,,,0.8365066648026284,93,39,0.41935483870967744
depth2_spatial,60,0.5630000000000001,70,202609100930,202609101350,53,0,0,0,1,0,30.750000000000004,,0.0,,0.0,0.22477953624626712,474,26,0.05485232067510549
depth2_spatial,60,0.5630000000000001,71,202609101455,202609101620,18,0,0,0,1,0,4.5,,0.0,,0.0,0.41524679850277724,154,21,0.13636363636363635
depth2_spatial,60,0.5630000000000001,72,202609101910,202609101935,6,0,0,0,0,0,0.0,,,,,,54,0,0.0
depth2_spatial,60,0.5630000000000001,73,202609102040,202609102130,11,0,0,0,0,0,0.0,,,,,0.17396746622553075,98,5,0.05102040816326531
depth2_spatial,60,0.5630000000000001,74,202609102235,202609110015,21,0,0,0,0,0,6.75,,,,0.0,,189,0,0.0
depth2_spatial,60,0.5630000000000001,75,202609110305,202609110345,9,0,0,0,0,0,0.0,,,,,,81,0,0.0
depth2_spatial,60,0.5630000000000001,76,202609110730,202609110810,9,0,0,0,0,0,0.0,,,,,0.5946176768141564,72,17,0.2361111111111111
depth2_spatial,60,0.5630000000000001,77,202609111130,202609111135,2,0,0,0,0,0,0.0,,,,,0.36490592740592737,16,8,0.5
depth2_spatial,60,0.5630000000000001,78,202609111315,202609111315,1,0,0,0,0,0,0.0,,,,,0.46928571428571425,8,5,0.625
depth2_spatial,60,0.5630000000000001,79,202609112305,202609112305,1,0,0,0,0,0,0.0,,,,,0.3333333333333333,9,1,0.1111111111111111
depth2_spatial,60,0.5630000000000001,80,202609120320,202609120325,2,0,0,0,0,0,0.0,,,,,0.6201923076923077,18,4,0.2222222222222222
depth2_spatial,60,0.5630000000000001,81,202609121010,202609121035,6,0,0,0,0,0,0.0,,,,,0.7223483692233692,25,12,0.48
depth2_spatial,60,0.5630000000000001,82,202609131235,202609131245,3,0,0,0,0,0,0.0,,,,,,27,0,0.0
depth2_spatial,60,0.5630000000000001,83,202609131445,202609131450,2,0,0,0,0,0,0.0,,,,,0.0900735294117647,18,2,0.1111111111111111
depth2_spatial,60,0.5630000000000001,84,202609140020,202609140025,2,0,0,0,0,0,0.0,,,,,0.5,17,1,0.058823529411764705
depth2_spatial,60,0.5630000000000001,85,202609140315,202609140335,5,0,0,0,0,0,0.0,,,,,,45,0,0.0
